State,year,Categorie,returns,Taxcategory,taxreturns,ReturnsCategory,overallreturns,AmountCategory,Amount
WY,2012,Real Estate,34698,,,,,,
WY,2012,Others,44614,,,,,,
WY,2013,Energy,8293,Direct tax,90539,Total Returns filed,174112,Total Dollar Amount,8636234.48
WY,2013,Financials,27752,Indirect tax,83573,Filed by WK Product,41787,Dollar Amount by product ,1440252.24
WY,2013,Health Care,11845,,,,,,
WY,2013,Industrials,47159,,,,,,
WY,2013,Information Technology,17292,,,,,,
WY,2013,Real Estate,26211,,,,,,
WY,2013,Others,35560,,,,,,
WY,2014,Energy,21135,Direct tax,148711,Total Returns filed,252051,Total Dollar Amount,8636234.48
WY,2014,Financials,49115,Indirect tax,103340,Filed by WK Product,90739,Dollar Amount by product ,1440252.24
WY,2014,Health Care,41792,,,,,,
WY,2014,Industrials,28086,,,,,,
WY,2014,Information Technology,37119,,,,,,
WY,2014,Real Estate,49009,,,,,,
WY,2014,Others,25795,,,,,,
WY,2015,Energy,26479,Direct tax,79068,Total Returns filed,158136,Total Dollar Amount,8636234.48
WY,2015,Financials,22775,Indirect tax,79068,Filed by WK Product,53767,Dollar Amount by product ,1440252.24
WY,2015,Health Care,32431,,,,,,
WY,2015,Industrials,4622,,,,,,
WY,2015,Information Technology,31797,,,,,,
WY,2015,Real Estate,22798,,,,,,
WY,2015,Others,17234,,,,,,
WY,2016,Energy,13182,Direct tax,75167,Total Returns filed,153401,Total Dollar Amount,8636234.48
WY,2016,Financials,15694,Indirect tax,78234,Filed by WK Product,73633,Dollar Amount by product ,1440252.24
WY,2016,Health Care,28758,,,,,,
WY,2016,Industrials,2405,,,,,,
WY,2016,Information Technology,43050,,,,,,
WY,2016,Real Estate,10293,,,,,,
WY,2016,Others,40019,,,,,,
